ID,Decsription,Planned Duration,Impacted Duration,Planned Cost,Impacted Cost
N7-S1-T20B03-ESB152,THIRD FLOOR REFLECTED CEILING-SHOP DRAWING SUBMITTAL,25,40.99,0,0
N7-S1-T20B03-ESB153,THIRD FLOOR FLOORING PLAN-SHOP DRAWING SUBMITTAL,25,30.3,0,0
N7-S1-T20B03-ESB154,THIRD  FLOOR ELEC.COVER DISTRIBUTION-SHOP DRAWING SUBMITTAL,25,30.49,0,0
N7-S1-T20B03-ESB155,LOWER ROOF FLOORING PLAN-SHOP DRAWING SUBMITTAL,25,29.69,0,0
N7-S1-T20B03-ESB156,INTERNAL GENERAL DETAILS-SHOP DRAWING SUBMITTAL,25,30.17,0,0
N7-S1-T20B03-ESB157,ROOF  FLOOR ELEC.COVER DISTRIBUTION-SHOP DRAWING SUBMITTAL,25,29.67,0,0
N7-S1-T20B03-ESB158,SECTIONS-SHOP DRAWING SUBMITTAL,25,30.35,0,0
N7-S1-T20B03-ESB159,WALL SECTIONS-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S1-T20B03-ESB160,STAIRS DETAILS 1-SHOP DRAWING SUBMITTAL,25,29.8,0,0
N7-S1-T20B03-ESB161,STAIRS DETAILS 2-SHOP DRAWING SUBMITTAL,25,29.81,0,0
N7-S1-T20B03-ESB162,EXTERIOR GENERAL DETAILS-1-SHOP DRAWING SUBMITTAL,25,29.94,0,0
N7-S1-T20B03-ESB163,EXTERIOR GENERAL DETAILS-2-SHOP DRAWING SUBMITTAL,25,29.95,0,0
N7-S1-T20B03-ESB164,LIGHTING&POWER-BASEMENT-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T20B03-ESB165,ELECTERICAL EMBDED IN SLAB-BASEMENT-SHOP DRAWING SUBMITTAL,7,7.98,0,0
N7-S1-T20B03-ESB166,LIGHTNING AND GROUNDING-BASEMENT-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S1-T20B03-ESB167,CABLE ROUTING-BASEMENT-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S1-T20B03-ESB168,FIRE ALARM-BASEMENT-SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S1-T20B03-ESB169,STRUCTURE CABLING-BASEMENT-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T20B03-ESB170,IP CCTV & ACCESS CONTROL-BASEMENT-SHOP DRAWING SUBMITTAL,25,28.98,0,0
N7-S1-T20B03-ESB171,AUDIO INTERCOM RISER DIAGRAM-BASEMENT-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T20B03-ESB172,AC-BASEMENT-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T20B03-ESB173,FIRE FIGHTING-BASEMENT-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S1-T20B03-ESB174,PLUMING-DRAINAGE-UNDER SOG-SHOP DRAWING SUBMITTAL,7,8.03,0,0
N7-S1-T20B03-ESB175,PLUMING-WATER SUPPLY-BASEMENT-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S1-T20B03-ESB176,SINGLE LINE DIAGARM-SHOP DRAWING SUBMITTAL,25,29.79,0,0
N7-S1-T20B03-ESB177,PANEL SCHEDULE-SHOP DRAWING SUBMITTAL,25,29.91,0,0
N7-S1-T20B03-ESB178,IP AUDIO INTERCOM RISER DIAGRAM-SHOP DRAWING SUBMITTAL,25,30.38,0,0
N7-S1-T20B03-ESB179,TOILET DETAILS-SHOP DRAWING SUBMITTAL,25,40.4,0,0
N7-S1-T20B03-ESB180,LIGHTING&POWER-GROUND-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T20B03-ESB181,ELECTERICAL EMBDED IN SLAB-GROUND-SHOP DRAWING SUBMITTAL,7,8,0,0
N7-S1-T20B03-ESB182,LIGHTNING AND GROUNDING-GROUND-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S1-T20B03-ESB183,STRUCTURE CABLING-GROUND-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T20B03-ESB184,IP CCTV & ACCESS CONTROL-GROUND-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T20B03-ESB185,AUDIO INTERCOM RISER DIAGRAM-GROUND-SHOP DRAWING SUBMITTAL,25,28.98,0,0
N7-S1-T20B03-ESB186,AC-GROUND-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T20B03-ESB187,PLUMING-DRAINAGE-BASEMENT-LEVELS-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S1-T20B03-ESB188,PLUMING-WATER SUPPLY-GROUND-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S1-T20B03-ESB189,LIGHTING&POWER-FIRST-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S1-T20B03-ESB190,ELECTERICAL EMBDED IN SLAB-FIRST-SHOP DRAWING SUBMITTAL,7,8.01,0,0
N7-S1-T20B03-ESB191,STRUCTURE CABLING-FIRST-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S1-T20B03-ESB192,IP CCTV & ACCESS CONTROL-FIRST-SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S1-T20B03-ESB193,AUDIO INTERCOM RISER DIAGRAM-FIRST-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T20B03-ESB194,AC-FIRST-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S1-T20B03-ESB195,PLUMING-DRAINAGE-GROUND-SHOP DRAWING SUBMITTAL,25,28.98,0,0
N7-S1-T20B03-ESB196,PLUMING-WATER SUPPLY-FIRST-SHOP DRAWING SUBMITTAL,25,28.98,0,0
N7-S1-T20B03-ESB197,LIGHTING&POWER-THIRD-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T20B03-ESB198,ELECTERICAL EMBDED IN SLAB-THIRD-SHOP DRAWING SUBMITTAL,7,8.01,0,0
N7-S1-T20B03-ESB199,STRUCTURE CABLING-THIRD-SHOP DRAWING SUBMITTAL,25,30.3,0,0
N7-S1-T20B03-ESB200,IP CCTV & ACCESS CONTROL-THIRD-SHOP DRAWING SUBMITTAL,25,30.47,0,0
N7-S1-T20B03-ESB201,AUDIO INTERCOM RISER DIAGRAM-THIRD-SHOP DRAWING SUBMITTAL,25,30.24,0,0
N7-S1-T20B03-ESB202,AC-SECOND-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S1-T20B03-ESB203,PLUMING-DRAINAGE-FIRST-SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S1-T20B03-ESB204,PLUMING-WATER SUPPLY-SECOND-SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S1-T20B03-ESB205,LIGHTING&POWER-ROOF-SHOP DRAWING SUBMITTAL,25,41.37,0,0
N7-S1-T20B03-ESB206,ELECTERICAL EMBDED IN SLAB-ROOF-SHOP DRAWING SUBMITTAL,7,7.99,0,0
N7-S1-T20B03-ESB207,STRUCTURE CABLING-ROOF-SHOP DRAWING SUBMITTAL,25,29.85,0,0
N7-S1-T20B03-ESB208,IP CCTV & ACCESS CONTROL-ROOF-SHOP DRAWING SUBMITTAL,25,29.89,0,0
N7-S1-T20B03-ESB209,AC-THIRD-SHOP DRAWING SUBMITTAL,25,30.2,0,0
N7-S1-T20B03-ESB210,PLUMING-DRAINAGE-SECOND-SHOP DRAWING SUBMITTAL,25,28.99,0,0
N7-S1-T20B03-ESB211,PLUMING-WATER SUPPLY-THIRD-SHOP DRAWING SUBMITTAL,25,30.24,0,0
N7-S1-T20B03-ESB212,LIGHTING&POWER-L.ROOF-SHOP DRAWING SUBMITTAL,25,41.39,0,0
N7-S1-T20B03-ESB213,AC-ROOF-SHOP DRAWING SUBMITTAL,25,29.82,0,0
N7-S1-T20B03-ESB214,PLUMING-DRAINAGE-THIRD-SHOP DRAWING SUBMITTAL,25,30.34,0,0
N7-S1-T20B03-ESB215,PLUMING-WATER SUPPLY-ROOF-SHOP DRAWING SUBMITTAL,25,29.73,0,0
N7-S1-T20B03-ESB216,PLUMING-DRAINAGE-ROOF-SHOP DRAWING SUBMITTAL,25,29.74,0,0
N7-S1-T20B03-ESB217,LIGHTING&POWER-SECOND-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S1-T20B03-ESB218,ELECTERICAL EMBDED IN SLAB-SECOND-SHOP DRAWING SUBMITTAL,7,7.99,0,0
N7-S1-T20B03-ESB219,STRUCTURE CABLING-SECOND-SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S1-T20B03-ESB220,IP CCTV & ACCESS CONTROL-SECOND-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S1-T20B03-ESB221,AUDIO INTERCOM RISER DIAGRAM-SECOND-SHOP DRAWING SUBMITTAL,25,29.02,0,0
N7-S1-T20B03-ESB222,BASEMENT FLOOR SLAB (CD)-SHOP DRAWING SUBMITTAL,7,8.02,0,0
N7-S1-T20B03-ESB223,BASEMENT FLOOR SLAB (RFT)-SHOP DRAWING SUBMITTAL,7,8,0,0
N7-S1-T20B03-ESB224,GROUND FLOOR WALL FINISHING -SHOP DRAWING SUBMITTAL,25,29.01,0,0
N7-S1-T20B03-ESB225,FIRST FLOOR WALL FINISHING -SHOP DRAWING SUBMITTAL,25,32.97,0,0
N7-S1-T20B03-ESB226,SECOND FLOOR WALL FINISHING -SHOP DRAWING SUBMITTAL,25,42.33,0,0
N7-S1-T20B03-ESB227,THIRD FLOOR WALL FINISHING -SHOP DRAWING SUBMITTAL,25,29.8,0,0
N7-S1-T20B03-ESB228,ROOF FLOOR WALL FINISHING -SHOP DRAWING SUBMITTAL,25,29.91,0,0
N7-S1-T20B03-ESB229,BASEMENT  FLOOR WALL FINISHING -SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S1-T20B03-ESB230,SUB SURFACE PIPING SYSTEM-SHOP DRAWING SUBMITTAL,25,29.05,0,0
N7-S1-T20B03-ESB231,DRAINAGE & FIRE & WATER SUPPLY PIPES RISERS -SHOP DRAWING SUBMITTAL,25,29,0,0
N7-S1-T20B03-ESB232,INSPECTION CHAMPER SHOP DRAWING SUBMITTAL,25,30.65,0,0
N7-S1-T20B05-AS-AP1,Structure As Built Drawings Approval,14,16.57,0,0
N7-S1-T20B05-AS-AP2,Architectural  As Built Drawings Approval,14,16.55,0,0
N7-S1-T20B05-AS-AP3,MEP  As Built Drawings Approval,14,16.55,0,0
N7-S1-T20B05-AS-SB1,Structure As Built Drawings Submittal,14,16.56,0,0
N7-S1-T20B05-AS-SB2,Architectural  As Built Drawings Submittal,14,16.58,0,0
N7-S1-T20B05-AS-SB3,MEP  As Built Drawings Submittal,14,16.56,0,0
N7-S1-T20B05-C-1,Cold Bitumen Insulation Works For Foundation & RW (Outer Insulation),21,27.98,"297,822","396,812"
N7-S1-T20B05-C-10,Column Neck Works,7,8,"173,942","198,791"
N7-S1-T20B05-C-100,Right Stair Handrail,12,13.82,"32,129","37,001"
N7-S1-T20B05-C-101,First Coat - Right Stair,12,13.83,"6,065","6,990"
N7-S1-T20B05-C-102,Final Coat & Touch ups - Right Stair,10,11.9,"7,565","9,003"
N7-S1-T20B05-C-103,Marble Works for Right Stair Case,16,18.49,"52,495","60,664"
N7-S1-T20B05-C-104,Second Floor Internal Plaster Works - Preparation,14,18.27,"65,480","85,452"
N7-S1-T20B05-C-105,Aluminum Windows Fixation for Second Floor (By Other),7,8,0,0
N7-S1-T20B05-C-106,Painting Putty - Second Floor,17,19.65,"71,074","82,153"
N7-S1-T20B05-C-107,Second Floor Masonry Works,14,24.43,"472,483","824,483"
N7-S1-T20B05-C-108,Second Floor Internal Plaster Works - Filling,16,18.5,"160,897","186,037"
N7-S1-T20B05-C-109,First Coat - Second Floor,17,19.68,"62,189","71,993"
N7-S1-T20B05-C-11,Hatched Concrete Paving For Basement Walkways,12,13.81,"27,200","31,303"
N7-S1-T20B05-C-110,Final Coat & Touch ups - Second Floor,7,8.01,"88,842","101,661"
N7-S1-T20B05-C-111,Ceramic Wall Works - Second Floor,16,18.5,"77,364","89,452"
N7-S1-T20B05-C-112,"Toilets, Wet Areas & Terraces Insulation Works for Second Floor",20,23.15,"12,900","14,932"
N7-S1-T20B05-C-113,Wooden Doors & Accessories Installation - Second Floor,10,11.89,"710,067","844,270"
N7-S1-T20B05-C-114,Ceramic Floor Works - Second Floor,14,16.57,"37,143","43,962"
N7-S1-T20B05-C-115,Apartments HDF Fixing for Second Floor,9,10.32,"39,529","45,326"
N7-S1-T20B05-C-116,Apartments Terrazzo Tiles Under HDF for Second Floor,20,23.18,"223,979","259,591"
N7-S1-T20B05-C-117,Wooden Pergola Works - Second Floor,7,8.01,"23,010","26,330"
N7-S1-T20B05-C-118,Wooden Architraves for Openings for Second Floor,9,10.33,"119,743","137,438"
N7-S1-T20B05-C-119,Wooden Sub-Frames for Second Floor,12,13.88,"68,463","79,189"
N7-S1-T20B05-C-12,Backfilling Works Under S.O.G above MEP Works,7,8.11,"148,237","171,743"
N7-S1-T20B05-C-120,False Ceiling - Second Floor,12,13.84,"127,982","147,606"
N7-S1-T20B05-C-121,Metal Intake Doors - Second Floor,12,13.84,"23,432","27,025"
N7-S1-T20B05-C-122,Marble Flooring Works for Second Floor,18,21.22,"318,362","375,314"
N7-S1-T20B05-C-123,Marble Counter top for Bathroom for Second Floor,7,8,"34,350","39,257"
N7-S1-T20B05-C-124,Marble Architraves for Elevator Doors for Second Floor,12,13.82,"22,949","26,430"
N7-S1-T20B05-C-125,Public Areas Doors Fixing Temporary for apartments for Second Floor,9,10.32,"33,000","37,840"
N7-S1-T20B05-C-126,Corridor Marble Flooring for Second Floor,16,18.5,"131,902","152,512"
N7-S1-T20B05-C-127,False Ceiling - Public Areas Second Floor,12,13.81,"43,011","49,498"
N7-S1-T20B05-C-128,Painting Putty - Public Areas Second Floor,13,14.99,"3,022","3,485"
N7-S1-T20B05-C-129,First Coat - Public Areas Second Floor,17,19.67,"13,600","15,736"
N7-S1-T20B05-C-13,Removal of RC Slab Formwork - Basement Floor,12,12,0,0
N7-S1-T20B05-C-130,Final Coat & Touch ups - Public Areas Second Floor,9,10.35,"13,600","15,640"
N7-S1-T20B05-C-131,First Floor Internal Plaster Works - Preparation,14,18.02,"65,480","84,282"
N7-S1-T20B05-C-132,Aluminum Windows Fixation for First Floor (By Other),7,8.01,0,0
N7-S1-T20B05-C-133,Painting Putty - First Floor,14,16.57,"71,074","84,121"
N7-S1-T20B05-C-134,First Floor Masonry Works,14,18.77,"472,483","633,465"
N7-S1-T20B05-C-135,First Floor Internal Plaster Works - Filling,18,28.9,"160,897","258,329"
N7-S1-T20B05-C-136,First Coat - First Floor,18,21.24,"62,189","73,384"
N7-S1-T20B05-C-137,Final Coat & Touch ups - First Floor,7,8,"88,842","101,534"
N7-S1-T20B05-C-138,Ceramic Wall Works - First Floor,16,18.52,"77,364","89,549"
N7-S1-T20B05-C-139,"Toilets, Wet Areas & Terraces Insulation Works for First Floor",20,25.18,"12,900","16,241"
N7-S1-T20B05-C-14,Basement Slab Works,20,23.17,"1,777,808","2,059,591"
N7-S1-T20B05-C-140,Wooden Doors & Accessories Installation - First Floor,12,13.84,"710,067","818,944"
N7-S1-T20B05-C-141,Ceramic Floor Works - First Floor,14,16.53,"37,143","43,856"
N7-S1-T20B05-C-142,Apartments HDF Fixing for First Floor,10,11.89,"39,529","47,000"
N7-S1-T20B05-C-143,Apartments Terrazzo Tiles Under HDF for First Floor,20,23.16,"223,979","259,367"
N7-S1-T20B05-C-144,Wooden Pergola Works - First Floor,8,9.17,"23,010","26,375"
N7-S1-T20B05-C-145,Wooden Architraves for Openings for First Floor,9,10.34,"119,743","137,571"
N7-S1-T20B05-C-146,Wooden Sub-Frames for First Floor,7,9.73,"68,463","95,164"
N7-S1-T20B05-C-147,Metal Intake Doors - First Floor,12,13.82,"23,432","26,986"
N7-S1-T20B05-C-148,Marble Flooring Works for First Floor,18,21.25,"318,362","375,845"
N7-S1-T20B05-C-149,Marble Counter top for Bathroom for First Floor,7,7.99,"34,350","39,208"
N7-S1-T20B05-C-15,Removal of RC Slab Formwork - First Floor,12,12,0,0
N7-S1-T20B05-C-150,False Ceiling - First Floor,18,21.22,"127,982","150,876"
N7-S1-T20B05-C-151,Marble Architraves for Elevator Doors for First Floor,12,13.84,"22,949","26,468"
N7-S1-T20B05-C-152,Public Areas Doors Fixing Temporary for apartments for First Floor,9,10.32,"33,000","37,840"
N7-S1-T20B05-C-153,Corridor Marble Flooring for First Floor,14,16.58,"131,902","156,210"
N7-S1-T20B05-C-154,False Ceiling - Public Areas First Floor,16,18.51,"43,011","49,758"
N7-S1-T20B05-C-155,Painting Putty - Public Areas First Floor,12,13.85,"3,022","3,488"
N7-S1-T20B05-C-156,First Coat - Public Areas First Floor,17,19.67,"13,600","15,736"
N7-S1-T20B05-C-157,Final Coat & Touch ups - Public Areas First Floor,9,10.35,"13,600","15,640"
N7-S1-T20B05-C-158,Third Floor Internal Plaster Works - Preparation,12,13.83,"65,480","75,466"
N7-S1-T20B05-C-159,Aluminum Windows Fixation for Third Floor (By Other),6,7.23,0,0
N7-S1-T20B05-C-16,First Floor Columns Works,11,12.66,"328,526","378,104"
N7-S1-T20B05-C-160,Painting Putty - Third Floor,12,13.82,"71,074","81,853"
N7-S1-T20B05-C-161,Third Floor Masonry Works,14,16.48,"472,483","556,180"
N7-S1-T20B05-C-162,Third Floor Internal Plaster Works - Filling,16,18.49,"162,688","188,006"
N7-S1-T20B05-C-163,First Coat - Third Floor,12,13.85,"62,189","71,777"
N7-S1-T20B05-C-164,Final Coat & Touch ups - Third Floor,9,10.31,"88,842","101,773"
N7-S1-T20B05-C-165,Ceramic Wall Works - Third Floor,16,18.5,"77,364","89,452"
N7-S1-T20B05-C-166,"Toilets, Wet Areas & Terraces Insulation Works for Third Floor",18,21.22,"12,900","15,208"
N7-S1-T20B05-C-167,Wooden Doors & Accessories Installation - Third Floor,10,11.9,"710,067","844,980"
N7-S1-T20B05-C-168,Ceramic Floor Works - Third Floor,14,16.56,"37,143","43,935"
N7-S1-T20B05-C-169,Apartments HDF Fixing for Third Floor,10,11.87,"39,529","46,921"
N7-S1-T20B05-C-17,First Floor Slab Works,20,26.87,"1,195,647","1,606,351"
N7-S1-T20B05-C-170,Apartments Terrazzo Tiles Under HDF for Third Floor,20,23.16,"223,979","259,367"
N7-S1-T20B05-C-171,Wooden Pergola Works - Third Floor,7,8.01,0,0
N7-S1-T20B05-C-172,Wooden Architraves for Openings for Third Floor,9,10.34,"119,743","137,571"
N7-S1-T20B05-C-173,Wooden Sub-Frames for Third Floor,12,13.85,"68,463","79,018"
N7-S1-T20B05-C-174,False Ceiling - Third Floor,12,13.86,"127,982","147,819"
N7-S1-T20B05-C-175,Metal Intake Doors - Third Floor,12,13.84,"23,432","27,025"
N7-S1-T20B05-C-176,Marble Flooring Works for Third Floor,18,21.23,"318,362","375,491"
N7-S1-T20B05-C-177,Marble Counter top for Bathroom for Third Floor,7,8.02,"34,350","39,356"
N7-S1-T20B05-C-178,Marble Architraves for Elevator Doors for Third Floor,12,13.86,"22,949","26,506"
N7-S1-T20B05-C-179,Public Areas Doors Fixing for Temporary for apartments Third Floor,9,10.33,"33,000","37,877"
N7-S1-T20B05-C-18,Removal of RC Slab Formwork - Second Floor,12,12,0,0
N7-S1-T20B05-C-180,Corridor Marble Flooring for Third Floor,12,13.83,"131,902","152,017"
N7-S1-T20B05-C-181,False Ceiling - Public Areas Third Floor,14,16.56,"42,933","50,784"
N7-S1-T20B05-C-182,Painting Putty - Public Areas Third Floor,12,13.82,"3,022","3,480"
N7-S1-T20B05-C-183,First Coat - Public Areas Third Floor,14,16.55,"13,600","16,077"
N7-S1-T20B05-C-184,Final Coat & Touch ups - Public Areas Third Floor,9,10.34,"13,600","15,625"
N7-S1-T20B05-C-185,External Plaster for Facades Works - Preparation,12,13.83,"145,945","168,201"
N7-S1-T20B05-C-186,External Plaster for Facades Works - Filling,12,13.82,"340,536","392,184"
N7-S1-T20B05-C-187,Dry Mix Works - Facades,17,19.66,"303,163","350,599"
N7-S1-T20B05-C-188,Aluminum Louvers For Elevations,12,13.85,"689,183","795,432"
N7-S1-T20B05-C-189,Aluminum Metal Louvers For Slab Openings,12,13.83,"90,156","103,905"
N7-S1-T20B05-C-19,Second Floor Columns Works,12,21.56,"328,526","590,252"
N7-S1-T20B05-C-190,Stainless Steel Building Logo,4,4.49,"41,120","46,157"
N7-S1-T20B05-C-191,External Wire Mesh,10,11.88,0,0
N7-S1-T20B05-C-192,Steel Handrails For Terraces & Windows,10,11.88,"379,527","450,878"
N7-S1-T20B05-C-193,Marble & Sornaga-Split Face Works For Facades,10,11.89,"1,239,962","1,474,315"
N7-S1-T20B05-C-194,Marble Works Beneath Handrails & Windows,10,11.88,"142,035","168,737"
N7-S1-T20B05-C-195,Dry Mix Works for Ducts,12,13.84,"25,604","29,530"
N7-S1-T20B05-C-196,Plaster Preparation Works for Ducts,18,21.23,"3,292","3,883"
N7-S1-T20B05-C-197,Plaster Filling Works for Ducts,13,15,"10,975","12,663"
N7-S1-T20B05-C-198,Metal Cover For Ducts,10,11.9,"46,534","55,376"
N7-S1-T20B05-C-199,Electrical Risers Wiring Works,30,35.22,"384,000","450,816"
N7-S1-T20B05-C-2,Masonry Works Under S.O.G,6,7.23,"11,657","14,046"
N7-S1-T20B05-C-20,Second Floor Slab Works,20,24.87,"1,195,668","1,486,813"
N7-S1-T20B05-C-200,1st Fix Electrical Works - Basement Floor,12,14.22,"199,681","236,622"
N7-S1-T20B05-C-201,1st Fix Electrical Works - Ground Floor,12,15.4,"224,811","288,508"
N7-S1-T20B05-C-202,1st Fix Electrical Works - Roof Floor,5,5.65,"215,346","243,341"
N7-S1-T20B05-C-203,1st Fix Electrical Works - First Floor,12,16.73,"224,300","312,711"
N7-S1-T20B05-C-204,1st Fix Electrical Works - Second Floor,12,13.89,"224,300","259,627"
N7-S1-T20B05-C-205,1st Fix Electrical Works - Third Floor,12,13.84,"224,300","258,692"
N7-S1-T20B05-C-206,Wiring Works for Basement Floor,12,13.82,"177,448","204,361"
N7-S1-T20B05-C-207,Lighting Fixtures & Wiring Devices Work for Basement Floor,12,13.85,"11,122","12,837"
N7-S1-T20B05-C-208,Panel Board for Basement Floor,25,29.01,"307,716","357,073"
N7-S1-T20B05-C-209,Wiring Works for Ground Floor,9,10.35,"721,156","829,329"
N7-S1-T20B05-C-21,Removal of RC Slab Formwork - Third Floor,12,12,0,0
N7-S1-T20B05-C-210,Lighting Fixtures & Wiring Devices Work for Ground Floor,12,13.84,"238,416","274,973"
N7-S1-T20B05-C-211,Appartment Panel Board for Ground Floor,19,22,"182,560","211,385"
N7-S1-T20B05-C-212,Wiring Works for Roof Floor,14,16.56,"177,649","210,134"
N7-S1-T20B05-C-213,Lighting Fixtures & Wiring Devices Work for Roof Floor,5,5.66,"11,934","13,509"
N7-S1-T20B05-C-214,Wiring Works for First Floor,14,16.56,"719,721","851,327"
N7-S1-T20B05-C-215,Lighting Fixtures & Wiring Devices Work for First Floor,12,13.82,"237,804","273,871"
N7-S1-T20B05-C-216,Appartment Panel Board for First Floor,19,22.01,"182,560","211,481"
N7-S1-T20B05-C-217,Wiring Works for Second Floor,7,7.99,"719,721","821,510"
N7-S1-T20B05-C-218,Lighting Fixtures & Wiring Devices Work for Second Floor,12,13.85,"237,804","274,466"
N7-S1-T20B05-C-219,Appartment Panel Board for Second Floor,19,22,"182,560","211,385"
N7-S1-T20B05-C-22,Third Floor Columns Works,12,17.58,"328,526","481,291"
N7-S1-T20B05-C-220,Wiring Works for Third Floor,7,8,"719,577","822,374"
N7-S1-T20B05-C-221,Lighting Fixtures & Wiring Devices Work for Third Floor,12,13.84,"237,516","273,935"
N7-S1-T20B05-C-222,Appartment Panel Board for Third Floor,14,16.54,"182,560","215,681"
N7-S1-T20B05-C-223,Pumps Installation,25,29.02,"1,047,254","1,215,653"
N7-S1-T20B05-C-224,Inspection Chambers & Gully Traps,24,27.85,"129,273","150,010"
N7-S1-T20B05-C-225,Underground Plumbing,10,11.87,"249,695","296,388"
N7-S1-T20B05-C-226,Drainage & Fire & Water Supply Pipes Risers,14,16.55,"574,989","679,719"
N7-S1-T20B05-C-227,Drainage & Water Supply Pipes First Fix for Basement Floor,14,20.47,"622,435","910,089"
N7-S1-T20B05-C-228,Drainage & Water Supply Pipes First Fix for Third Floor,17,19.65,"98,004","113,281"
N7-S1-T20B05-C-229,Drainage & Water Supply Pipes First Fix for Ground Floor,13,15.47,"99,915","118,898"
N7-S1-T20B05-C-23,Third Floor Slab Works,20,31.83,"1,195,668","1,902,905"
N7-S1-T20B05-C-230,Drainage & Water Supply Pipes First Fix for First Floor,17,28.59,"98,004","164,820"
N7-S1-T20B05-C-231,Drainage & Water Supply Pipes First Fix for Second Floor,17,20.93,"98,004","120,660"
N7-S1-T20B05-C-232,Electric Water Heaters Installation for Basement Floor,12,13.83,"90,547","104,356"
N7-S1-T20B05-C-233,Sanitary Fixtures and Accessories for Basement Floor,12,13.82,"123,513","142,245"
N7-S1-T20B05-C-234,Rain Gutter,5,5.66,"30,376","34,385"
N7-S1-T20B05-C-235,Sanitary Fixtures and Accessories for First Floor,7,8,"138,659","158,468"
N7-S1-T20B05-C-236,Electric Water Heaters Installation for First Floor,7,7.99,"48,067","54,865"
N7-S1-T20B05-C-237,Sanitary Fixtures and Accessories for Ground Floor,7,8.01,"138,659","158,666"
N7-S1-T20B05-C-238,Electric Water Heaters Installation for Ground Floor,7,8,"48,067","54,934"
N7-S1-T20B05-C-239,Sanitary Fixtures and Accessories for Second Floor,7,8.02,"138,659","158,864"
N7-S1-T20B05-C-24,RC Cooping for Roof Floor,5,5.7,"59,150","67,431"
N7-S1-T20B05-C-240,Electric Water Heaters Installation for Second Floor,7,8.01,"48,067","55,003"
N7-S1-T20B05-C-241,Sanitary Fixtures and Accessories for Third Floor,7,8,"138,659","158,468"
N7-S1-T20B05-C-242,Electric Water Heaters Installation for Third Floor,7,8.02,"48,067","55,071"
N7-S1-T20B05-C-243,HVAC First Fix for Basement Floor,18,24.05,"41,554","55,520"
N7-S1-T20B05-C-244,HVAC First Fix for Roof Floor,15,17.35,"41,960","48,534"
N7-S1-T20B05-C-245,HVAC First Fix for Ground Floor,18,30.26,"41,013","68,947"
N7-S1-T20B05-C-246,HVAC First Fix for Second Floor,18,21.22,"41,647","49,097"
N7-S1-T20B05-C-247,HVAC First Fix for Third Floor,18,21.23,"41,622","49,090"
N7-S1-T20B05-C-248,HVAC First Fix for First Floor,18,21.24,"41,647","49,143"
N7-S1-T20B05-C-249,HVAC Second Fix for Basement Floor,19,22.01,"657,131","761,234"
N7-S1-T20B05-C-25,Removal of RC Slab Formwork - Roof Floor,7,7,0,0
N7-S1-T20B05-C-250,HVAC Second Fix for Ground Floor,19,21.98,"686,147","793,764"
N7-S1-T20B05-C-251,HVAC Second Fix for Roof Floor,19,22.01,"709,460","821,853"
N7-S1-T20B05-C-252,HVAC Second Fix for First Floor,19,21.98,"683,024","790,151"
N7-S1-T20B05-C-253,HVAC Second Fix for Second Floor,19,22,"682,907","790,735"
N7-S1-T20B05-C-254,HVAC Second Fix for Third Floor,19,22,"671,095","777,057"
N7-S1-T20B05-C-255,Low Current System First Fix for Basement Floor,7,8.05,"190,944","219,586"
N7-S1-T20B05-C-256,Low Current System First Fix for Ground Floor,7,9.45,"103,328","139,493"
N7-S1-T20B05-C-257,Low Current System First Fix for Roof Floor,7,8,"104,060","118,925"
N7-S1-T20B05-C-258,Low Current System First Fix for First Floor,7,9.75,"103,468","144,117"
N7-S1-T20B05-C-259,Low Current System First Fix for Second Floor,7,8.03,"103,468","118,693"
